query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,spectrum_ids,analog_compound_name,retention_time,retention_index,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
444,0.6246,0.0004,188.0914,188.0910,QSRUAKBTZTXXLM,13699,5-acetamido-4-oxohexanoic acid,,,CC(NC(C)=O)C(=O)CCC(O)=O,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,Medium-chain keto acids and derivatives,Oxo fatty acids,Fatty Acids and Conjugates,Fatty acids
445,0.5554,14.0147,276.1437,262.1290,HAEVNYBCYZZDFL,56985,O-succinylcarnitine,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
446,0.4090,296.1566,191.0214,487.1780,UHDGCWIWMRVCDJ,71577,cytidine,,,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,,Pyrimidine nucleosides,Pyrimidine nucleosides,Nucleosides,Carbohydrates
447,0.3459,154.0551,223.1049,377.1600,HOXFNEPVXKQDSO,19680,"3-methoxy-4-[1-(3,4,5-trimethoxyphenyl)propan-2-yloxy]benzoic acid [IIN-based: Match]",,,COC1=CC(CC(C)OC2=C(OC)C=C(C=C2)C(O)=O)=CC(OC)=C1OC,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,M-methoxybenzoic acids and derivatives,Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
448,0.3041,43.9584,140.0816,184.0400,PPZMYIBUHIPZOS,303055,HISTAMINE DIHYDROCHLORIDE,,,Cl.Cl.NCCc1cnc[nH]1,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,2-arylethylamines,Imidazole alkaloids,Histidine alkaloids,Alkaloids
449,0.7863,0.0003,136.0393,136.0390,WJXSWCUQABXPFS,63246,2-Amino-3-hydroxybenzoic acid,,,NC1=C(O)C=CC=C1C(O)=O,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,Aminoacids,Small peptides,Amino acids and Peptides
450,0.3041,27.9844,148.0504,120.0660,UKAUYVFTDYCKQA,6091,HOMOSERINE - 70.0 eV,,,N[C@@H](CCO)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,Aminoacids,Small peptides,Amino acids and Peptides
451,0.6393,0.0002,151.0612,151.0610,GOILPRCCOREWQE,58998,"6-methoxypurine, oxamethane",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
452,0.2939,251.1885,174.1235,425.3120,OWRNLGZKEZSHGO,23585,Heptapropylene glycol,,,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Monoacylglycerols,Glycerolipids,Fatty acids
453,0.5495,57.0160,261.1520,204.1360,LRBSWBVUCLLRLU,25809,Phe-Leu-Lys,,,CC(C)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)N,,,,,,Tripeptides,Small peptides,Amino acids and Peptides
454,0.2127,121.9778,147.0842,269.0620,ZTVZLYBCZNMWCF,6341,L-HOMOCYSTINE - 60.0 eV,,,NC(CCSSCCC(N)C(O)=O)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,Aminoacids,Small peptides,Amino acids and Peptides
455,0.8141,0.0001,167.0561,167.0560,PFWLFWPASULGAN,251831,"7-methyl-3H-purine-2,6-dione",,,Cn1cnc2[nH]c(=O)[nH]c(=O)c12,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Xanthines,Purine alkaloids,Pseudoalkaloids (transamidation),Alkaloids
456,0.4108,211.1269,225.0841,436.2110,APSYQIWGNKNOQE,254231,Glutamyl-S-(C8H17O)-cysteinylglycine,,,O=C(O)CNC(=O)C(NC(=O)CCC(N)C(=O)O)CSC(O)CCCCCCC,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,,Small peptides,Amino acids and Peptides
457,0.7156,0.0003,215.1387,215.1390,AWJGUZSYVIVZGP,24680,Pro-Val,,,CC(C)C(C(=O)O)NC(=O)C1CCCN1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
458,0.3775,46.0509,176.0509,130.0000,AWJUIBRHMBBTKR,244303,2-Benzazine,,,c(c2)cc(c1)c(c2)cnc1,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives,,Isoquinolines and derivatives,,Tyrosine alkaloids,Alkaloids
459,0.6246,0.0003,175.0387,175.0390,KQPYUDDGWXQXHS,282718,Juglone,,,O=C1C=CC(=O)c2c(O)cccc21,Organic compounds,Benzenoids,Naphthalenes,Naphthoquinones,Naphthoquinones,Naphthoquinones,Naphthalenes,Polyketides
460,0.4090,208.0304,230.1516,438.1820,PLDUPXSUYLZYBN,10853,FLUPHENAZINE aka 2-[4-[3-[2-(trifluoromethyl)phenothiazin-10-yl]propyl]piperazin-1-yl]ethanol,,,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,Organic compounds,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines,,,Alkaloids
461,0.5520,286.2864,175.0476,461.3340,MDSUKZSLOATHMH,25155,Leu-Val,,,CC(C)C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
462,0.4090,211.0245,230.1575,441.1820,BFVCXYLQNGCSNB,3413,Clindamycin N-oxide,,,CCCC1CC(C(NC(C(Cl)C)C2C(O)C(O)C(O)C(SC)O2)=O)[N+](C)([O-])C1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Thioglycosides,,,
463,0.3459,157.0827,171.0873,328.1700,VCHHHSMPMLNVGS,269280,(1-butylindol-3-yl)-naphthalen-1-ylmethanone,,,CCCCN1C=C(C2=CC=CC=C21)C(=O)C3=CC=CC4=CC=CC=C43,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Naphthoylindoles,Naphthoylindoles,,,Alkaloids
464,0.7871,0.0003,127.0387,127.0390,XPCTZQVDEJYUGT,304710,3-HYDROXY-2-METHYL-4-PYRONE,,,Cc1occc(=O)c1O,Organic compounds,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,Pyranones and derivatives,4-pyrone derivatives,Cyclic polyketides,Polyketides
465,0.4090,362.9735,162.0635,525.0370,IACOAKYXFIWAQN,55770,Homovanillic_acid_sulfate,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
466,0.6232,0.0003,184.1077,184.1080,ACHWEOLUTJAHLV,3735,Histidine ethyl ester,,,CCOC(=O)C(N)Cc1c[nH]cn1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,,Small peptides,Amino acids and Peptides
467,0.5546,60.9841,290.1341,229.1500,OCYROESYHWUPBP,2287,L-Prolyl-L-isoleucine,,,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
468,0.3459,132.1269,260.0581,392.1850,HXJDWCWJDCOHDG,28622,S-HEXYL-GLUTATHIONE,,,O=C(O)[C@@H](N)CCC(=O)N[C@H](C(=O)NCC(=O)O)CSCCCCCC,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Dipeptides,Small peptides,Amino acids and Peptides
469,0.3459,156.1512,144.9918,301.1430,XMIIGOLPHOKFCH,54654,3_PhenylPropionicAcid,,,C1=CC=C(C=C1)CCC(=O)O,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids,,Phenylpropanoic acids,,,Fatty acids; Shikimates and Phenylpropanoids
470,0.3018,28.0058,160.1078,132.1020,AGPKZVBTJJNPAG,28302,ISOLEUCINE,,,CCC(C)C(C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Isoleucine and derivatives,Amino fatty acids; Aminoacids,Small peptides; Fatty Acids and Conjugates,Amino acids and Peptides; Fatty acids
471,0.5311,0.9295,205.0525,204.1230,RDHQFKQIGNGIED,303534,ACETYL-CARNITINE,,,CC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines,Fatty acyl carnitines,Fatty esters,Fatty acids
472,0.3459,206.9719,169.0661,376.0380,TVLSRXXIMLFWEO,314267,Prochloraz,,,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,Organic compounds,Benzenoids,Phenol ethers,,Phenol ethers,,,Alkaloids
473,0.5921,0.0007,128.0703,128.0710,UZTFMUBKZQVKLK,71565,4-Acetamidobutyric acid,,,CC(=O)NCCCC(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives,Unsaturated fatty acids,Fatty Acids and Conjugates,Fatty acids
474,0.7263,0.0006,229.1544,229.1550,ZKQOUHVVXABNDG,27369,Pro-Leu,,,CC(C)C[C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
475,0.3459,181.0865,153.0585,334.1450,WYCZUUHKVLVXMQ,64884,"3-[(3-fluorophenyl)amino]-1-(3,4,5-trimethoxyphenyl)propan-1-one",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
476,0.3459,173.0473,164.0737,337.1210,RQDJADAKIFFEKQ,263432,"4-(4-chlorophenyl)-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile",,,C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",,"Linear 1,3-diarylpropanoids",,,Amino acids and Peptides
477,0.5284,48.0227,326.0863,374.1090,WTGXAWKVZMQEDA,253433,DIMBOA + O-Hex,,,O=C2N(O)C=3C=CC(OC)=CC=3(OC2(OC1OC(CO)C(O)C(O)C1(O))),Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,,,
478,0.5317,173.0484,219.1416,392.1900,HXJDWCWJDCOHDG,22001,S-HEXYL-GLUTATHIONE,,,O=C(O)[C@@H](N)CCC(=O)N[C@H](C(=O)NCC(=O)O)CSCCCCCC,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Dipeptides,Small peptides,Amino acids and Peptides
479,0.3459,181.0889,153.0561,334.1450,WYCZUUHKVLVXMQ,58155,"3-[(3-fluorophenyl)amino]-1-(3,4,5-trimethoxyphenyl)propan-1-one",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
480,0.4090,250.0699,251.1361,501.2060,QOUNADNCAOICIY,57826,"6,2'-Dimethylflavone",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
481,0.6027,0.0008,154.0628,154.0620,HNDVDQJCIGZPNO,311995,(2S)-2-amino-3-(3H-imidazol-4-yl)propanoic acid,,,C1=C(NC=N1)CC(C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
482,0.4090,350.2064,234.0426,584.2490,UULGWGARYDGVBM,13133,"4-[4-(2,4-dihydroxy-3,6-dimethylbenzoyl)oxy-2-methoxy-3,5,6-trimethylbenzoyl]oxy-2-methoxy-3,5,6-trimethylbenzoic acid",,,COC1=C(C)C(OC(=O)C2=C(C)C(C)=C(OC(=O)C3=C(C)C=C(O)C(C)=C3O)C(C)=C2OC)=C(C)C(C)=C1C(O)=O,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones,,Depsides and depsidones,Depsides and depsidones,Aromatic polyketides,Polyketides
483,0.5864,24.0902,218.0478,242.1380,FXCMGCFNLNFLSH,3929,N-(3-Oxooctanoyl)-L-homoserine lactone,,,O=C(N[C@@H]1C(OCC1)=O)CC(CCCCC)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
484,0.2939,190.0608,147.0472,337.1080,USEJNLPKVXGAOO,253452,Glutamyl-S-(C4H7O2)-Cysteine,,,O=C(O)C(N)CCC(=O)NC(C(=O)O)CSCC(C(=O)O)C,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
485,0.5292,180.0761,154.0689,334.1450,TZZGWONSOUIZGM,64654,"3-[(4-fluorophenyl)amino]-1-(3,4,5-trimethoxyphenyl)propan-1-one",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
486,0.4090,296.2810,252.9900,549.2710,KQGQONPKSKUHHT,56214,N_Acetyl_L_tryptophan_ethyl_ester,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
487,0.5284,14.0300,183.0510,197.0810,OJOBTAOGJIWAGB,67224,Acetosyringone,,,COC1=CC(=CC(OC)=C1O)C(C)=O,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,
488,0.3019,51.0213,140.0817,191.1030,GMKMEZVLHJARHF,6121,"2,6-DIAMINOHEPTANEDIOATE - 70.0 eV",,,N[C@@H](CCC[C@H](N)C(O)=O)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,Aminoacids,Small peptides,Amino acids and Peptides
489,0.7592,0.0005,137.0595,137.0600,OSZHSESNQIMXMZ,25374,2-Hydroxy-3-methoxybenzyl alcohol,,,COC1=CC=CC(=C1O)CO,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,,,
490,0.8223,0.0000,146.0810,146.0810,UZTFMUBKZQVKLK,6277,4-ACETAMIDOBUTANOATE - 20.0 eV,,,CC(=O)NCCCC(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives,Unsaturated fatty acids,Fatty Acids and Conjugates,Fatty acids
491,0.7190,0.0001,217.1179,217.1180,QOLYAJSZHIJCTO,25340,Thr-Pro,,,C[C@H]([C@@H](C(=O)N1CCC[C@H]1C(=O)O)N)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
492,0.6246,0.0002,168.0628,168.0630,UZTFMUBKZQVKLK,28305,4-ACETAMIDOBUTANOATE,,,CC(=O)NCCCC(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Gamma amino acids and derivatives,Unsaturated fatty acids,Fatty Acids and Conjugates,Fatty acids
493,0.3459,197.0422,153.0728,350.1150,MGFFDRJIQFLUKK,58989,"3-[(3-chlorophenyl)amino]-1-(3,4,5-trimethoxyphenyl)propan-1-one",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
494,0.3459,181.0793,153.0657,334.1450,TZZGWONSOUIZGM,57924,"3-[(4-fluorophenyl)amino]-1-(3,4,5-trimethoxyphenyl)propan-1-one",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
495,0.4090,246.9778,210.0732,457.0510,AGXMZNFWRRKRCO,58790,2-(4-ethoxyphenyl)-4-oxochromen-3-yl 4-chlorobenzenesulfonate,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
496,0.8274,0.0001,110.0599,110.0600,CDAWCLOXVUBKRW,303397,2-AMINOPHENOL,,,C1=CC=C(C(=C1)N)O,Organic compounds,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,Aniline and substituted anilines,Aminoacids,Small peptides,Amino acids and Peptides
497,0.3459,177.1265,113.9635,291.0900,IVUXTESCPZUGJC,263552,"3-[4-(4-chlorophenoxy)phenyl]-1,1-dimethylurea",,,CN(C)C(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,Diphenylethers,,,
498,0.8059,0.0000,158.0810,158.0810,QYJOOVQLTTVTJY,60317,ethyl (2R)-5-oxopyrrolidine-2-carboxylate,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
499,0.4090,192.1501,244.0609,436.2110,APSYQIWGNKNOQE,254231,Glutamyl-S-(C8H17O)-cysteinylglycine,,,O=C(O)CNC(=O)C(NC(=O)CCC(N)C(=O)O)CSC(O)CCCCCCC,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,,Small peptides,Amino acids and Peptides
500,0.5837,38.0522,260.1488,298.2010,PHSRRHGYXQCRPU,252190,3-oxo-N-(2-oxooxolan-3-yl)dodecanamide,,,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
501,0.6345,0.0001,154.0859,154.0860,VYFYYTLLBUKUHU,6283,DOPAMINE - 20.0 eV,,,NCCC1=CC=C(O)C(O)=C1,Organic compounds,Benzenoids,Phenols,Benzenediols,Catecholamines and derivatives,Phenylethylamines,Tyrosine alkaloids,Alkaloids
502,0.4090,252.9636,256.0244,508.9880,HAEJPQIATWHALX,313727,Inosine triphosphate,,,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2O,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside triphosphates,Purine nucleotides,Nucleosides,Carbohydrates
503,0.4090,314.3370,222.0790,536.4160,FZSYYVOKNJZJTF,19656,"2-(21-amino-3,20-dihydroxydocosan-2-yl)oxy-6-(hydroxymethyl)oxane-3,4,5-triol [IIN-based: Match]",,,CC(N)C(O)CCCCCCCCCCCCCCCCC(O)C(C)OC1OC(CO)C(O)C(O)C1O,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Sphingoid bases,Spingolipids,Fatty acids
504,0.4090,246.9724,257.1126,504.0850,NIFKBBMCXCMCAO,249298,"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoic acid methyl ester",,,O=C(Nc1nc(cc(OC)n1)OC)NS(=O)(=O)c2cc(CNS(C)(=O)=O)ccc2C(=O)OC,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Sulfonylureas,Pyrimidinyl-2-sulfonylureas,,,Alkaloids
505,0.7888,0.0007,218.1383,218.1390,UFAHZIUFPNSHSL,303650,PROPIONYLCARNITINE,,,CCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines,Fatty acyl carnitines,Fatty esters,Fatty acids
506,0.5286,26.0599,242.0451,268.1050,YKBGVTZYEHREMT,27480,"Guanosine, 2'-deoxy-",,,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)CO)O,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 2'-deoxyribonucleosides,Purine 2'-deoxyribonucleosides,Purine nucleosides; Purine nucleotides,Nucleosides,Carbohydrates
507,0.3459,202.1267,151.0963,353.2230,QYPNKSZPJQQLRK,23976,Tebufenozide,,,CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acids and derivatives,,,
508,0.3459,127.0711,222.0949,349.1660,ZOAMBXDOGPRZLP,55810,indole_3_acetamide,,,C1=CC=C2C(=C1)C(=CN2)CC(=O)N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indoles,3-alkylindoles,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
509,0.6259,0.0000,136.0480,136.0480,DDRJAANPRJIHGJ,71863,creatinine,,,CN1CC(=O)N=C1N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Imidazole alkaloids,Histidine alkaloids,Alkaloids
510,0.5999,0.0006,279.0944,279.0950,XACKNLSZYYIACO,70437,5-Ethyl-2'-deoxyuridine,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
511,0.5284,28.9961,154.0689,183.0650,NVLTWXMZECWWPC,69479,"3-hydroxy-4,5-dimethoxybenzaldehyde",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
512,0.5284,10.9768,179.0788,168.1020,DIVQKHQLANKJQO,5707,3-METHOXYTYRAMINE - 70.0 eV,,,COC1=C(O)C=CC(CCN)=C1,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,Phenylethylamines,Tyrosine alkaloids,Alkaloids
513,0.6194,0.0005,183.1125,183.1120,ZYQUJMZZIMIATO,699,"3-ethyl-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
514,0.5279,34.9633,367.1493,332.1860,FNNBYKQCHDQXOO,11437,"4-hydroxy-3-[1-(5-hydroxy-2,6,6-trimethyloxan-2-yl)ethyl]-1H-quinolin-2-one""",,,CC(c1c(O)nc2ccccc2c1O)C3(C)CCC(O)C(C)(C)O3,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Hydroquinolones,Quinoline alkaloids,Tryptophan alkaloids; Anthranilic acid alkaloids,Alkaloids
515,0.6237,0.0003,224.1277,224.1280,MXJWRABVEGLYDG,10449,Bufexamac,,,C1(C=CC(=CC=1)OCCCC)CC(=O)NO,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides,,,
516,0.7190,0.0010,298.1140,298.1150,SLEHROROQDYRAW,252213,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-(methylamino)-3H-purin-6-one",,,CNc1[nH]c(=O)c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,Purine nucleosides,Purine nucleosides,Nucleosides,Carbohydrates
517,0.5292,172.1266,220.0634,392.1900,HXJDWCWJDCOHDG,22001,S-HEXYL-GLUTATHIONE,,,O=C(O)[C@@H](N)CCC(=O)N[C@H](C(=O)NCC(=O)O)CSCCCCCC,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Dipeptides,Small peptides,Amino acids and Peptides
518,0.6194,0.0003,180.0627,180.0630,GNMSLDIYJOSUSW,28352,N-ACETYLPROLINE,,,CC(=O)N1CCCC1C(=O)O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,Aminoacids,Small peptides,Amino acids and Peptides
519,0.7259,0.0003,130.0497,130.0500,VZXPDPZARILFQX,57410,O-acetyl-L-serine,,,CC(=O)OC[C@H](N)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,Aminoacids,Small peptides,Amino acids and Peptides
520,0.4090,293.1952,263.1678,556.3630,GADRVMPNTDRMDU,30651,Tyr-UDCA,,,[H]C12C(O)CC3CC(CCC3(C1CCC4(C2CCC4C(C)CCC(NC(C(O)=O)CC5=CC=C(C=C5)O)=O)C)C)O,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,Cholane steroids,Steroids,Terpenoids
521,0.4887,294.0185,275.1095,569.1280,MQZYTRJSQSLIDH,58108,6-chloro-7-methyl-2-(3-methylphenyl)chromen-4-one,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
522,0.8145,0.0001,206.0421,206.0420,HXACOUQIXZGNBF,67996,4-Pyridoxic acid,,,CC1=NC=C(CO)C(C(O)=O)=C1O,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Pyridinecarboxylic acids,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
523,0.5284,46.0518,173.0782,219.1300,TWVKGYNQQAUNRN,26459,Ile-Ser,,,CC[C@H](C)[C@@H](C(=O)N[C@@H](CO)C(=O)O)N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
524,0.4090,373.2067,198.0733,571.2800,DZKBRKKSFHBYIN,97490,"(1R,4R)-bis((1R,2R,4S,5S)-9-methyl-3-oxa-9-azatricyclo[3.3.1.0(2,4)]nonan-7-yl) 1-phenyl-1,2,3,4-tetrahydronaphthalene-1,4-dicarboxylate",,,O=C(OC1CC2N(C)C(C1)C3OC32)C4C=5C=CC=CC5C(C(=O)OC6CC7N(C)C(C6)C8OC87)(C=9C=CC=CC9)CC4,Organic compounds,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Naphthalenecarboxylic acids and derivatives,Tropane alkaloids,Ornithine alkaloids,Alkaloids
525,0.5284,38.0382,188.1278,226.1660,ISEUFVQQFVOBCY,7678,Prometon,,,c1(nc(NC(C)C)nc(n1)OC)NC(C)C,Organic compounds,Organoheterocyclic compounds,Triazines,"1,3,5-triazines","2-methoxy-1,3,5-triazines",Phenylalanine-derived alkaloids,Pseudoalkaloids (transamidation),Alkaloids
526,0.5279,27.9651,320.0959,348.0610,ATFAJFKXOLFLQU,67667,"N-(2,5-difluorophenyl)-2-(4-hydroxyquinazolin-2-ylthio)acetamide",,,nan,nan,nan,nan,nan,nan,nan,nan,nan
527,0.6241,0.0001,203.0811,203.0810,SDIVYZXRQHWCKF,252614,Vasicinone,,,OC1CCn2c1nc3ccccc3c2=O,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
528,0.6237,0.0003,221.0917,221.0920,CDXFCVVUIBFQQB,58158,methyl 3-amino-4-methoxyindole-2-carboxylate,,,nan,nan,nan,nan,nan,nan,nan,nan,nan
