query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,retention_index,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
688,0.4090,636.6687,200.0713,836.7400,AEWHYWSPVRZHCT,2-Methylpropanoyl-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,85.7700,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
689,0.4090,476.0280,136.0480,612.0760,SEDHYIFVHXUKLC,"2-methoxyethyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-7-(4-chlorophenyl)-2-methy l-5-oxo-1,4,6,7,8-pentahydroquinoline-3-carboxylate",CCOc1cc(C2C(C(=O)OCCOC)=C(C)NC3=C2C(=O)CC(c2ccc(Cl)cc2)C3)cc(Br)c1O,84.9430,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
690,0.4090,267.0121,267.0769,534.0890,SMBAHXCBDFRXKJ,"methyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-2-methyl-5-oxo-7-phenyl-1,4,6,7,8- pentahydroquinoline-3-carboxylate",CCOc1cc(C2C(C(=O)OC)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)cc(Br)c1O,85.9150,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
691,0.4090,381.0662,283.0508,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,85.9570,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
692,0.4090,707.2287,164.9203,872.1490,VEVJTUNLALKRNO,benzoyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C4=CC=CC=C4,86.1360,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
693,0.2100,290.1409,114.0661,404.2070,MAGNEQBFSBREJL,Gln-Glu-Lys,C(CCN)C[C@@H](C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)N,85.2040,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Tripeptides,Small peptides,Amino acids and Peptides
694,0.2939,495.0201,169.0969,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,86.5200,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
695,0.4837,502.0680,413.1230,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,87.0490,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
696,0.4090,451.0192,213.0978,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,86.3620,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
697,0.2939,112.9983,235.0797,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,87.5470,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
698,0.4090,225.0810,211.0710,436.1520,QWKAHPGKRHHXIK,"2-ethoxyethyl 4-(3-chloro-4-hydroxy-5-methoxyphenyl)-2-methyl-5-oxo-1,4,6,7,8- pentahydroquinoline-3-carboxylate",CCOCCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1cc(Cl)c(O)c(OC)c1,87.3870,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,Polyketides
699,0.4090,659.0366,274.1644,933.2010,YOBJKYSYEWKNDX,salinamidoyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)CNC(/C=C/C(C)=C/C)=O,88.5050,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
700,0.3307,749.1436,166.0474,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,88.6890,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
701,0.4090,407.9996,256.1174,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,89.7780,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
702,0.2944,695.0451,220.1459,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,90.3050,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
703,0.4090,424.0155,240.1015,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,90.7140,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
704,0.4090,341.1069,221.0901,562.1970,IUOPGSNWOXYEAG,"methylpropyl 7-(4-chlorophenyl)-2-methyl-5-oxo-4-(3,4,5-trimethoxyphenyl)-1,4, 6,7,8-pentahydroquinoline-3-carboxylate",CCC(C)OC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1cc(OC)c(OC)c(OC)c1,91.8870,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
705,0.2939,185.8343,183.0737,368.9080,UTUCNPNGMNEWGE,8-bromo-6-chloro-2-(2-chlorophenyl)chromen-4-one,O=c1cc(-c2ccccc2Cl)oc2c(Br)cc(Cl)cc12,91.0000,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavones,Flavones,Flavonoids,Shikimates and Phenylpropanoids
706,0.2244,728.1936,186.9974,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,90.7960,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
707,0.2939,390.1419,273.9751,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,93.0760,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
708,0.3504,684.0574,231.1336,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,92.6050,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
709,0.2939,637.0416,199.1074,836.1490,AEWHYWSPVRZHCT,"S-[2-[3-[[4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydr",CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,92.7030,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
710,0.4090,619.5057,217.1043,836.6100,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,95.9120,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
711,0.2939,125.9990,222.0790,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,96.3020,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
712,0.2650,731.1510,184.0400,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,96.1660,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
713,0.2939,148.0067,200.0713,348.0780,CHMIQKBMAHSAPY,2-(4-hydroxyquinazolin-2-ylthio)-N-benzylacetamide,OC(CSc1nc(O)c2ccccc2n1)=NCc1ccccc1,96.8200,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinoline alkaloids,Anthranilic acid alkaloids,Alkaloids
714,0.4090,506.0891,158.0269,664.1160,BAWFJGJZGIEFAR,Nicotinamide_dinucleotide,NC(=O)c(c5)c[n+1](cc5)C([H])(O1)C([H])(O)C([H])(O)C([H])(COP([O-1])(=O)OP(O)(=O)OCC([H])(O2)C([H])(O)C([H])(O)C([H])2n(c3)c(n4)c(c(N)nc4)n3)1,95.9280,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
715,0.4090,563.4792,125.0708,688.5500,KDTSHFARGAKYJN,dephospho CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)C(C(=O)NCCC(=O)NCCS)O,95.9830,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside diphosphates,Fatty acyl CoAs,Fatty esters,Fatty acids
716,0.4090,460.9984,203.1176,664.1160,BAWFJGJZGIEFAR,Nicotinamide_dinucleotide,NC(=O)c(c5)c[n+1](cc5)C([H])(O1)C([H])(O)C([H])(O)C([H])(COP([O-1])(=O)OP(O)(=O)OCC([H])(O2)C([H])(O)C([H])(O)C([H])2n(c3)c(n4)c(c(N)nc4)n3)1,96.4540,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
717,0.4090,506.0350,158.0810,664.1160,BAWFJGJZGIEFAR,Nicotinamide_dinucleotide,NC(=O)c(c5)c[n+1](cc5)C([H])(O1)C([H])(O)C([H])(O)C([H])(COP([O-1])(=O)OP(O)(=O)OCC([H])(O2)C([H])(O)C([H])(O)C([H])2n(c3)c(n4)c(c(N)nc4)n3)1,97.0830,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
718,0.4090,490.0248,174.0912,664.1160,BAWFJGJZGIEFAR,Nicotinamide_dinucleotide,NC(=O)c(c5)c[n+1](cc5)C([H])(O1)C([H])(O)C([H])(O)C([H])(COP([O-1])(=O)OP(O)(=O)OCC([H])(O2)C([H])(O)C([H])(O)C([H])2n(c3)c(n4)c(c(N)nc4)n3)1,96.6570,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
719,0.2939,215.9936,178.0894,394.0830,NXXOMQYYXOOAJV,"N-(2,5-dimethoxyphenyl)-2-(4-hydroxyquinazolin-2-ylthio)acetamide",COc1ccc(OC)c(N=C(O)CSc2nc(O)c3ccccc3n2)c1,98.6230,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinoline alkaloids,Anthranilic acid alkaloids,Alkaloids
720,0.2939,370.2592,154.0608,524.3200,XKMLYUALXHKNFT,5'-GTP,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N,98.4100,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside triphosphates,Purine nucleos(t)ides,Nucleosides,Carbohydrates
721,0.4090,482.0202,286.1028,768.1230,RGJOEKWQDUBAIZ,Coenzyme A,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS,98.6810,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
722,0.2939,895.3606,178.0894,1073.4500,QNTCPRXCVAXEJC,Loggerpeptin A2,C[C@@H](C(N[C@H](C(N[C@H]1[C@@H](C)OC([C@H](C(C)C)NC(C(CC2=CC=C(O)C(Br)=C2)N(C)C([C@H](CC3=CC=CC=C3)N4[C@H](O)CCC(NC([C@H](CC(C)C)NC1=O)=O)C4=O)=O)=O)=O)=O)[C@@H](O)C)=O)NC(CCC)=O,98.9570,,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Ahp-containing cyclodepsipeptides; Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
723,0.4090,541.2553,308.0847,849.3400,BXIPALATIYNHJN,Dimethylacryloyl-CoA,CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C,99.1410,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
724,0.4090,698.0927,200.0713,898.1640,JVNVHNHITFVWIX,cinnamoyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)/C=C/C4=CC=CC=C4,99.2100,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
725,0.3426,789.0999,126.0911,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,99.6460,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
726,0.4090,692.6383,144.1017,836.7400,AEWHYWSPVRZHCT,2-Methylpropanoyl-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,99.2710,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
727,0.2100,195.9488,114.0912,310.0400,VEVZSMAEJFVWIL,Cyanidin,OC=1C=C(O)C=2C=C(O)C(=[O+]C2C1)C=3C=CC(O)=C(O)C3,99.3560,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Hydroxyflavonoids,7-hydroxyflavonoids,,,
728,0.2939,678.0684,160.0966,838.1650,AEWHYWSPVRZHCT,"S-[2-[3-[[4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydr",CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,99.5640,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
729,0.2939,437.7365,207.0505,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,99.4910,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
730,0.2939,245.9585,182.0785,428.0370,XTWYTFMLZFPYCI,Adenosine_Diphosphate,[H]OC([H])(C([H])(O[H])1)C([H])(OC([H])(n(c([H])3)c(n2)c(n3)c(N([H])[H])nc([H])2)1)C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H],99.6530,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside diphosphates,Purine nucleos(t)ides,Nucleosides,Carbohydrates
731,0.2939,181.9946,166.0834,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,100.1130,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
732,0.2939,450.6836,194.1034,644.7870,OLAOYPRJVHUHCF,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodo-benzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,99.8710,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Halobenzoic acids,,,
733,0.2939,693.5576,143.0524,836.6100,KFWWCMJSYSSPSK,Crotonoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,99.8250,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
734,0.4090,234.9348,377.1412,612.0760,SEDHYIFVHXUKLC,"2-methoxyethyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-7-(4-chlorophenyl)-2-methy l-5-oxo-1,4,6,7,8-pentahydroquinoline-3-carboxylate",CCOc1cc(C2C(C(=O)OCCOC)=C(C)NC3=C2C(=O)CC(c2ccc(Cl)cc2)C3)cc(Br)c1O,100.4860,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
735,0.2939,228.3067,157.0833,385.3900,ZJUKTBDSGOFHSH,5'-Deoxy-S-adenosyl-L-homocysteine,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CSCCC(C(=O)O)N)O)O,100.8180,,Organic compounds,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides,5'-deoxy-5'-thionucleosides,Purine nucleos(t)ides,Nucleosides,Carbohydrates
736,0.6237,0.0004,154.0496,154.0500,WJXSWCUQABXPFS,3-Hydroxyanthranilic acid,NC1=C(O)C=CC=C1C(O)=O,101.7710,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,Aminoacids,Small peptides,Amino acids and Peptides
737,0.2244,709.6232,128.1068,837.7300,CRFNGMNYKDXRTN,n-Butyryl coenzyme A lithium salt hydrate,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,102.4740,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
738,0.4090,670.5409,168.0991,838.6400,AEWHYWSPVRZHCT,2-Methylpropanoyl-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,102.5660,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
739,0.4090,335.0412,221.0918,556.1330,RKNJSWMVVBCSJN,"2-methoxyethyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-2-methyl-5-oxo-7-phenyl-1, 4,6,7,8-pentahydroquinoline-3-carboxylate",CCOc1cc(C2C(C(=O)OCCOC)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)cc(Br)c1O,103.4000,,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
740,0.4090,546.4508,290.1592,836.6100,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,104.1940,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
741,0.5903,0.0008,227.1022,227.1030,PFEJJYZYEFRQEA,PyroGlu-Pro,C1CC(N(C1)C(=O)C2CCC(=O)N2)C(=O)O,104.5930,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
742,0.2939,164.0806,228.1054,392.1860,HXJDWCWJDCOHDG,S-HEXYL-GLUTATHIONE,CCCCCCSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N,104.9460,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Dipeptides; Tripeptides,Small peptides,Amino acids and Peptides
