query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,retention_index,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
229,0.4090,521.5585,313.0915,834.6500,KFWWCMJSYSSPSK,2-Butenoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,698.8660,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
230,0.2436,1.0670,313.2370,314.3040,RYVPKPNOVYCJAP,R-Palmitoyl-(1-methyl) ethanolamide,CCCCCCCCCCCCCCCC(=O)N[C@H](C)CO,1666.8290,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,N-acyl amines,Fatty amides,Fatty acids
231,0.2885,25.0400,313.2370,288.1970,HYXQKVOADYPQEA,Ile-Arg,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N,1652.5190,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
232,0.2939,70.8777,313.2733,384.1510,KFEUJDWYNGMDBV,N-Acetyllactosamine,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,1966.4190,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Acylaminosugars,Aminosugars,Aminosugars and aminoglycosides,Carbohydrates
233,0.4090,208.0541,315.0859,523.1400,LNQCUTNLHUQZLR,Iridin,O=C1C(=COC=2C=C(OC3OC(CO)C(O)C(O)C3O)C(OC)=C(O)C12)C=4C=C(O)C(OC)=C(OC)C4,1364.4350,,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid O-glycosides,Isoflavonoid O-glycosides,Isoflavones,Isoflavonoids,Shikimates and Phenylpropanoids
234,0.2939,192.1072,315.1928,507.3000,HAEJPQIATWHALX,5'-ITP,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,1639.9220,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside triphosphates,Purine nucleos(t)ides,Nucleosides,Carbohydrates
235,0.2939,121.7531,315.1929,436.9460,ZOCSXAVNDGMNBV,"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-(trifluoromethylsulfinyl)-3-pyrazolecarbonitrile",C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,1704.3760,,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,,,
236,0.2100,10.9898,315.2528,304.2630,RYAUSSKQMZRMAI,"(2S,6R)-4-[3-(4-tert-butylphenyl)-2-methyl-propyl]-2,6-dimethyl-morpholine",CC1CN(CC(O1)C)CC(C)CC2=CC=C(C=C2)C(C)(C)C,1678.0940,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Phenylpropanes,,,Polyketides
237,0.2158,598.9066,316.2844,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,1681.9370,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
238,0.2352,598.9066,316.2844,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,1696.8580,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
239,0.4090,505.6447,317.0654,822.7100,QAQREVBBADEHPA,propionyl-CoA,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,1184.8790,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
240,0.2939,347.0483,317.0687,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,539.7990,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
241,0.2939,371.3416,317.2084,688.5500,KDTSHFARGAKYJN,dephospho CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)C(C(=O)NCCC(=O)NCCS)O,1765.6110,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside diphosphates,Fatty acyl CoAs,Fatty esters,Fatty acids
242,0.2939,346.9086,317.2084,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1720.3080,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
243,0.4090,519.5755,318.1545,837.7300,CRFNGMNYKDXRTN,n-Butyryl coenzyme A lithium salt hydrate,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,478.3570,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
244,0.2590,596.8909,318.3001,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,1741.3450,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
245,0.2590,595.9670,319.2240,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,1768.4420,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
246,0.4090,528.1002,321.2398,849.3400,BXIPALATIYNHJN,Dimethylacryloyl-CoA,CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C,1819.4550,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
247,0.2939,25.8922,322.1858,348.0780,RLTHKSGARBYDSC,2-(4-hydroxyquinazolin-2-ylthio)-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CSc2nc(O)c3ccccc3n2)cc1,580.6850,,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
248,0.2939,446.2861,322.2739,768.5600,RGJOEKWQDUBAIZ,CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,1850.1000,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
249,0.4090,579.0831,323.0759,902.1590,SHJSMZQAXRYSOA,alphahydroxyphenyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(O)C4=CC=CC=C4,710.8640,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
250,0.4090,514.6541,323.0759,837.7300,CRFNGMNYKDXRTN,n-Butyryl coenzyme A lithium salt hydrate,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,630.4640,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
251,0.4090,946.4525,323.1275,1269.5800,TYYBFXNZMFNZJT,Ioxaglic acid59017-64-0,CNC(=O)c1c(I)c(N(C)C(=O)C)c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c1I,1173.7010,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Acylaminobenzoic acid and derivatives,Tripeptides,Small peptides,Amino acids and Peptides
252,0.2939,62.7563,324.2167,386.9730,SCVNTUZPXIMMLC,"1-(3,4-dichlorophenyl)-2-(4-hydroxyquinazolin-2-ylthio)ethan-1-one",O=C(CSc1nc(O)c2ccccc2n1)c1ccc(Cl)c(Cl)c1,1429.5340,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Alkaloids; Shikimates and Phenylpropanoids
253,0.2939,339.8275,324.2895,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1900.3590,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
254,0.4090,151.0345,325.0915,476.1260,FHJGOSHIILEXPP,"phenylmethyl 4-(6-chloro-4-oxochromen-3-yl)-2-methyl-5-oxo-1,4,6,7,8-pentahydr oquinoline-3-carboxylate",CC1=C(C(=O)OCc2ccccc2)C(c2coc3ccc(Cl)cc3c2=O)C2=C(CCCC2=O)N1,729.7700,,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Chromones,Chromones,Chromanes,Polyketides
255,0.2939,22.0322,325.2008,347.2330,WMAZDHCPWWJDBG,2-(N-butylformamido)-N-cyclohexyl-2-(4-methoxyphenyl)acetamide,CCCCN(C=O)C(C(=O)NC1CCCCC1)c2ccc(OC)cc2,1535.2660,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,,,
256,0.2244,100.0429,325.2371,425.2800,BBKUENJTSKWUAI,N-(2-(benzylamino)-1-(4-methoxyphenyl)-2-oxoethyl)-N-butyl-4-methylpentanamide,CCCCN(C(=O)CCC(C)C)C(C(=O)NCc1ccccc1)c2ccc(OC)cc2,1711.7200,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Capsaicins and Capsaicinoids; Phenylalanine-derived alkaloids,Pseudoalkaloids,Alkaloids
257,0.2939,337.8120,326.3050,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1951.9740,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
258,0.4090,162.0226,327.1224,489.1450,VSAFJVVYQJLSNT,"{2-[(3,4-dimethoxyphenyl)sulfonyl](3-1,2,3,4-tetrahydroisoquinolyl)}-N-(4-meth ylphenyl)carboxamide",COc1ccc(S(=O)(=O)N2Cc3ccccc3CC2C(=O)Nc2ccc(C)cc2)cc1OC,871.4610,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,,Alkaloids
259,0.2100,22.9897,327.2527,304.2630,RYAUSSKQMZRMAI,Fenpropimorph,C[C@@H]1CN(C[C@@H](O1)C)CC(C)CC2=CC=C(C=C2)C(C)(C)C,1767.3090,,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Phenylpropanes,,,Polyketides
260,0.4090,335.9773,328.1387,664.1160,BAWFJGJZGIEFAR,Nicotinamide_dinucleotide,NC(=O)c(c5)c[n+1](cc5)C([H])(O1)C([H])(O)C([H])(O)C([H])(COP([O-1])(=O)OP(O)(=O)OCC([H])(O2)C([H])(O)C([H])(O)C([H])2n(c3)c(n4)c(c(N)nc4)n3)1,292.7400,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
261,0.2158,33.0010,328.2480,361.2490,ZOQLMLBRPYFSSC,2-(N-butylacetamido)-N-cyclohexyl-2-(4-methoxyphenyl)acetamide,CCCCN(C(C)=O)C(C(=O)NC1CCCCC1)c2ccc(OC)cc2,1603.8560,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,,,
262,0.2158,36.7430,328.2480,364.9910,SCVNTUZPXIMMLC,"1-(3,4-dichlorophenyl)-2-(4-hydroxyquinazolin-2-ylthio)ethan-1-one",O=C(CSc1nc(O)c2ccccc2n1)c1ccc(Cl)c(Cl)c1,1718.0260,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Alkaloids; Shikimates and Phenylpropanoids
263,0.2103,40.9694,330.2636,371.2330,AZYJCXSMXGOFFC,N-(1-(benzylamino)-1-oxobutan-2-yl)-N-(furan-2-ylmethyl)-4-methylpentanamide,CCC(C(=O)NCc1ccccc1)N(Cc2ccco2)C(=O)CCC(C)C,1759.7870,,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Phenylalanine-derived alkaloids,Pseudoalkaloids,Alkaloids
264,0.2939,333.8534,330.2636,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1565.4320,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
265,0.2939,535.8954,330.2636,866.1590,NHNODHRSCRALBF,alphamethylacetoacetyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(C)C(C)=O,1615.6930,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,3-oxo-acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
266,0.2244,243.6363,330.2637,573.9000,GFTVPKIPSPORMW,Methoxylated and dihydrogenated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)C3)=O)CC(OC)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,1667.4370,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
267,0.2244,37.8153,330.2637,368.0790,WUPIACNYWZGDGM,N-(3-methoxyphenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide,COc1cccc(N=C(O)CSc2nc3c(O)ncnc3n2C)c1,1650.6650,,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,,,Alkaloids
268,0.8769,0.0002,331.0808,331.0810,IMEYGBIXGJLUIS,"2-(3,4-dihydroxyphenyl)-5-hydroxy-6,7-dimethoxychromen-4-one",COC1=C(OC)C(O)=C2C(=O)C=C(OC2=C1)C3=CC(O)=C(O)C=C3,1268.8890,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,7-O-methylated flavonoids,Flavones,Flavonoids,Shikimates and Phenylpropanoids
269,0.3161,37.8237,331.0843,368.9080,UTUCNPNGMNEWGE,8-bromo-6-chloro-2-(2-chlorophenyl)chromen-4-one,O=c1cc(-c2ccccc2Cl)oc2c(Br)cc(Cl)cc12,848.9760,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavones,Flavones,Flavonoids,Shikimates and Phenylpropanoids
270,0.4090,583.9669,331.2241,915.1910,GGOOLELBJVBBGP,phenylalanyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(N)CC4=CC=CC=C4,1836.4670,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
271,0.2939,404.7160,331.2840,736.0000,OCPQLCXSCTTXMX,Man-beta-1-4GlcNAc-beta-1-4GlcNAc,CC(=O)NC(C(O)3)C(O)C(C(CO)O3)OC(O1)C(NC(C)=O)C(O)C(OC(O2)C(O)C(O)C(O)C(CO)2)C(CO)1,1966.4190,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Acylaminosugars,Aminosugars,Aminosugars and aminoglycosides,Carbohydrates
272,0.2939,16.0207,332.2793,348.3000,LNQVTSROQXJCDD,AMP 3'-phosphate,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)OP(=O)(O)O)O,1815.5890,,Organic compounds,"Nucleosides, nucleotides, and analogues",Ribonucleoside 3'-phosphates,,Ribonucleoside 3'-phosphates,Purine nucleos(t)ides,Nucleosides,Carbohydrates
273,0.4090,330.9137,333.2033,664.1170,BAWFJGJZGIEFAR,"1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]p",[H]N([H])c(n5)c(n4)c(nc([H])5)n(c([H])4)C([H])(O1)C([H])(O[H])C([H])(O[H])C([H])1C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])(O2)C([H])(O[H])C([H])(O[H])C([H])2[n+1](c([H])3)c([H])c(C(N)=O)c([H])c([H])3,1603.2760,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
274,0.4090,503.4067,333.2033,836.6100,KFWWCMJSYSSPSK,Crotonoyl coenzyme A lithium salt,CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,1503.8920,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,2-enoyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
275,0.2939,410.8767,333.2033,744.0800,XJLXINKUBYWONI,BETA-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE,O=P([O-])(OP(O)(OCC1C(O)C(OP(O)(O)=O)C(N2C=NC3=C2N=CN=C3N)O1)=O)OCC(O4)C(O)C(O)C4[N+]5=CC=CC(C(N)=O)=C5,1718.6060,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,,,
276,0.2244,504.4903,333.2397,837.7300,CRFNGMNYKDXRTN,butanoyl-CoA,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,1885.3850,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
277,0.2100,29.0372,333.2632,304.2260,SGNVZIXACLYNAJ,dehydrohaliclocyclin F dial,C1=CC=[N+](C(=C1)CCCCCCCC=O)CCCCCC=O,1427.5800,,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinium derivatives,Pyridinium derivatives,,,
278,0.4090,433.3411,335.2189,768.5600,RGJOEKWQDUBAIZ,CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,1768.4420,,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Coenzyme A and derivatives,Fatty acyl CoAs,Fatty esters,Fatty acids
279,0.4090,328.8981,335.2189,664.1170,BOPGDPNILDQYTO,beta-Diphosphopyridine Nuc,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,1666.8290,,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,,(5'->5')-dinucleotides,Purine nucleos(t)ides,Nucleosides,Carbohydrates
280,0.4090,502.9461,335.2189,838.1650,AEWHYWSPVRZHCT,"S-[2-[3-[[4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydr",CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,1651.2750,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
281,0.4090,518.9400,335.2190,854.1590,QHHKKMYHDBRONY,3-hydroxybutanoyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)CC(O)C,1613.8210,,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,3-hydroxyacyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
282,0.2506,51.7152,335.2578,386.9730,SCVNTUZPXIMMLC,"1-(3,4-dichlorophenyl)-2-(4-hydroxyquinazolin-2-ylthio)ethan-1-one",O=C(CSc1nc(O)c2ccccc2n1)c1ccc(Cl)c(Cl)c1,1789.8250,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Alkaloids; Shikimates and Phenylpropanoids
283,0.2244,238.6422,335.2578,573.9000,GFTVPKIPSPORMW,Methoxylated and dihydrogenated 14-bromodiscorhabdin C (+2),O=C(C1=C2C3(C=C(Br)C(C(Br)C3)=O)CC(OC)N1)C4=C5C2=[NH+]CCC5=C(Br)N4,1823.7660,,Organic compounds,Organoheterocyclic compounds,Phenanthrolines,,Phenanthrolines,,,
284,0.2590,51.7152,335.2578,386.9730,SCVNTUZPXIMMLC,"1-(3,4-dichlorophenyl)-2-(4-hydroxyquinazolin-2-ylthio)ethan-1-one",O=C(CSc1nc(O)c2ccccc2n1)c1ccc(Cl)c(Cl)c1,1868.4770,,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,,,Alkaloids; Shikimates and Phenylpropanoids
285,0.4090,271.8521,337.1669,609.0190,YKTKLJSJQUANGI,"2-(2,6-dichlorophenyl)-7-methylchromen-4-one",Cc1ccc2c(=O)cc(-c3c(Cl)cccc3Cl)oc2c1,1971.2950,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavones,Flavones,Flavonoids,Shikimates and Phenylpropanoids
